"customer_ID","state","group_size","homeowner","car_age","car_value","risk_factor","age_oldest","age_youngest","married_couple","C_previous","duration_previous","Alast","Blast","Clast","Dlast","Elast","Flast","Glast","numQuote","costFirst","costLast"
10010016,"ID",1,1,16,"d",1,31,31,0,2,8,0,0,1,1,0,0,2,2,515,512
10010017,"NH",1,1,4,"f",4,25,25,0,4,2,1,0,4,3,1,2,3,2,598,598
10010029,"MD",1,0,4,"d",4,45,45,0,1,4,1,0,1,1,0,1,2,4,701,724
10010033,"NH",1,0,2,"g",3,22,22,0,3,7,1,0,3,3,0,1,1,1,618,618
10010036,"GA",2,1,3,"e",,63,34,0,2,1,2,1,2,3,1,2,2,5,679,653
10010037,"CO",1,0,6,"f",,59,59,0,2,2,1,1,3,3,1,2,2,1,602,602
10010042,"OH",1,0,2,"f",,35,35,0,1,2,1,0,1,3,1,2,3,1,668,668
10010044,"PA",1,1,1,"e",,54,54,0,4,6,2,1,3,3,1,2,4,1,661,661
10010048,"PA",1,0,2,"d",3,26,26,0,2,9,1,0,2,3,0,1,2,2,683,691
10010049,"WA",1,0,7,"f",,24,24,0,4,9,0,1,2,3,0,2,2,1,593,593
10010050,"NY",1,0,11,"e",4,41,41,0,1,2,1,0,1,1,1,0,2,3,661,660
10010053,"FL",2,1,3,"e",1,34,33,1,1,4,1,0,1,1,0,2,3,2,601,601
10010058,"WA",1,0,14,"g",2,42,42,0,3,14,1,1,3,3,0,1,2,2,610,610
10010060,"MS",1,1,13,"g",,61,61,0,2,2,1,1,2,2,1,2,2,3,670,676
10010061,"UT",1,1,1,"e",3,28,28,0,,,1,0,2,2,0,2,2,1,698,698
10010069,"WA",1,0,8,"f",4,40,40,0,1,1,1,1,1,1,0,2,4,2,641,641
10010071,"GA",1,0,6,"f",,49,49,0,1,5,2,0,2,2,1,1,2,4,670,677
10010072,"NY",1,0,3,"f",2,30,30,0,3,9,1,0,2,2,0,0,3,6,619,624
10010074,"MD",1,0,9,"h",2,36,36,0,1,3,1,0,1,1,0,2,1,3,684,679
10010075,"WA",1,0,9,"e",,28,28,0,2,2,2,0,2,3,0,2,2,7,685,665
10010078,"OR",1,0,16,"f",,28,28,0,1,2,1,1,1,1,0,1,2,5,658,658
10010079,"NY",1,0,2,"e",2,52,52,0,3,6,1,0,3,3,1,0,2,2,640,640
10010080,"AL",2,0,9,"g",,40,17,0,3,1,1,1,3,3,1,1,1,1,696,696
10010083,"NY",1,1,19,"d",1,33,33,0,2,1,0,0,2,3,0,0,2,2,660,660
10010085,"NY",1,1,24,"g",1,63,63,0,2,13,0,0,2,1,0,0,2,1,610,610
10010088,"NY",2,1,5,"f",1,37,37,1,3,8,1,0,3,2,0,0,2,2,652,652
10010091,"PA",1,0,6,"d",,32,32,0,3,3,1,0,3,2,0,1,2,2,623,678
10010092,"WI",1,0,7,"d",,53,46,1,4,3,1,0,3,3,0,2,1,1,568,568
10010094,"NY",1,0,0,"f",3,24,24,0,4,6,1,0,3,3,1,0,2,5,695,697
10010095,"MS",1,1,4,"g",,31,31,0,2,7,2,0,2,3,0,3,1,4,634,626
10010096,"OH",1,1,20,"c",,66,66,0,3,8,0,0,3,3,0,0,2,3,565,569
10010103,"MD",1,0,8,"d",4,32,32,0,3,1,1,1,3,3,1,1,1,1,709,709
10010106,"MD",1,0,15,"c",3,25,25,0,2,8,1,1,2,3,0,2,3,3,672,672
10010111,"KY",2,1,17,"d",,63,36,0,4,14,0,0,1,3,0,0,2,1,625,625
10010114,"IA",1,1,2,"d",,33,33,0,2,5,1,0,3,3,0,2,2,2,594,600
10010120,"IN",2,1,7,"e",2,75,75,1,4,2,1,1,4,3,1,1,4,2,636,647
10010121,"TN",1,1,3,"f",2,50,50,0,3,14,1,1,3,3,1,1,2,1,596,596
10010124,"IN",1,0,7,"d",3,29,29,0,,,1,1,2,3,1,2,1,1,649,649
10010125,"OR",1,1,12,"f",,42,42,0,2,15,0,1,1,2,0,0,3,4,595,591
10010132,"IA",1,0,6,"g",,26,26,0,4,10,1,1,3,3,1,1,2,3,592,603
10010133,"CO",1,1,13,"f",3,55,55,0,1,15,1,1,3,3,0,1,3,3,577,603
10010134,"MT",2,1,6,"g",,74,64,1,3,2,1,0,2,3,0,1,2,3,658,657
10010135,"ME",1,0,7,"e",3,72,72,0,3,1,2,0,3,3,1,1,2,6,575,578
10010136,"ME",1,1,14,"h",2,62,62,0,3,3,0,0,3,2,0,0,2,7,531,531
10010139,"ME",2,1,16,"d",2,34,31,1,2,3,0,0,2,3,0,0,1,3,567,523
10010140,"MS",2,0,6,"e",,27,26,1,3,12,1,1,1,2,1,2,1,5,606,638
10010147,"MD",1,0,7,"f",3,26,26,0,3,11,1,1,3,3,1,2,2,1,654,654
10010151,"MD",1,1,11,"f",2,44,44,0,3,3,1,1,2,2,1,2,1,1,663,663
10010152,"IN",1,0,1,"e",2,25,25,0,4,11,2,1,4,3,1,2,1,1,605,605
10010153,"AL",1,0,3,"e",,24,24,0,3,8,1,0,1,2,0,2,2,4,661,663
10010155,"DC",1,1,4,"e",,26,26,0,2,4,1,0,1,1,0,2,2,1,698,698
10010158,"CT",2,1,1,"e",4,27,26,1,4,3,1,0,3,3,1,0,1,3,632,647
10010159,"CO",1,1,8,"f",,34,34,0,3,5,1,1,3,3,1,2,1,2,646,635
10010160,"CT",1,1,5,"h",,57,57,0,1,10,1,0,3,3,0,0,1,2,629,651
10010161,"OH",1,1,11,"f",,60,60,0,3,0,0,1,3,3,0,0,3,6,609,560
10010162,"NY",1,1,14,"f",4,49,49,0,3,6,0,0,3,3,0,0,2,2,588,588
10010167,"AL",1,1,7,"g",,35,35,0,3,1,1,1,3,3,1,2,1,2,655,656
10010168,"NY",2,1,5,"e",1,75,75,1,3,5,1,1,3,3,1,0,4,3,649,653
10010174,"WI",1,0,8,"h",,24,24,0,3,6,1,0,3,3,0,1,2,1,627,627
10010175,"NY",1,1,10,"f",2,52,52,0,3,8,0,0,3,3,0,0,2,3,662,658
10010179,"NV",2,1,11,"f",,67,64,1,2,9,1,1,2,2,1,1,3,4,653,657
10010180,"FL",1,1,3,"i",1,48,48,0,3,6,2,0,3,3,1,3,3,3,678,682
10010181,"FL",1,1,4,"e",1,60,60,0,1,3,1,1,1,2,1,2,3,4,575,575
10010182,"AL",2,0,26,"c",,32,27,1,3,10,0,1,3,3,0,0,2,1,576,576
10010183,"FL",1,1,11,"e",1,55,55,0,1,7,1,1,1,3,1,2,3,3,601,595
10010187,"NY",1,0,0,"g",2,28,28,0,4,5,1,0,4,3,0,0,1,4,610,611
10010189,"TN",1,0,11,"d",,27,27,0,3,12,0,1,1,1,0,0,2,4,587,565
10010191,"FL",1,0,9,"h",1,51,51,0,3,2,1,0,1,1,0,2,3,1,614,614
10010196,"IA",1,0,2,"d",3,54,54,0,4,1,2,0,4,3,0,3,1,2,542,542
10010197,"GA",1,0,11,"h",,33,33,0,1,3,1,0,2,2,0,2,4,4,613,654
10010200,"PA",1,1,2,"e",4,27,27,0,3,4,1,0,3,3,0,1,3,2,612,618
10010201,"MD",1,0,1,"e",2,24,24,0,1,8,1,1,2,2,1,2,4,3,668,684
10010205,"FL",1,0,2,"e",1,36,36,0,2,15,1,0,2,2,0,2,4,5,609,604
10010208,"NV",1,1,18,"e",,24,24,0,3,8,1,1,3,3,1,2,2,1,673,673
10010210,"PA",1,1,14,"f",,66,66,0,1,4,0,0,1,2,0,0,2,1,552,552
10010215,"FL",2,0,8,"d",3,53,44,1,3,5,1,1,3,3,1,3,3,3,638,650
10010217,"MD",1,1,2,"e",4,67,67,0,3,3,1,1,3,1,1,1,3,1,720,720
10010219,"FL",2,1,3,"d",1,75,72,1,1,15,1,1,4,3,1,1,3,2,778,676
10010222,"TN",1,0,19,"e",3,43,43,0,2,7,0,0,1,2,0,0,1,1,550,550
10010228,"NY",1,0,1,"e",2,27,27,0,4,10,1,0,4,3,0,0,4,2,651,656
10010229,"FL",1,0,5,"e",1,75,75,1,4,3,1,0,3,3,0,2,3,1,649,649
10010230,"FL",1,1,4,"d",1,33,33,0,1,1,1,0,1,2,1,2,3,1,661,661
10010234,"MD",1,0,10,"f",4,30,30,0,1,2,0,0,1,1,0,0,1,5,625,618
10010236,"DE",1,1,11,"f",3,27,27,0,3,10,1,0,3,2,1,1,2,3,672,672
10010238,"KS",1,1,5,"d",4,73,73,0,3,3,2,0,2,2,0,3,1,8,682,666
10010239,"OH",2,0,4,"g",,37,24,1,1,5,1,1,3,3,1,2,3,1,644,644
10010240,"WA",1,0,14,"f",,23,23,0,3,8,2,1,3,3,1,2,4,4,659,703
10010243,"GA",1,1,7,"i",2,47,47,0,4,3,2,1,4,3,1,2,3,1,646,646
10010245,"ND",1,0,28,"c",,27,27,0,,,0,0,3,3,0,0,2,3,600,600
10010246,"AL",1,1,2,"e",,52,52,0,1,2,2,0,1,2,0,3,2,2,647,620
10010247,"NY",1,0,0,"f",2,45,45,0,3,10,1,1,3,3,1,0,1,1,653,653
10010249,"NY",1,1,8,"e",2,62,62,0,4,1,1,0,4,3,1,0,3,5,655,651
10010250,"NY",1,0,7,"d",2,29,29,0,2,3,1,0,3,3,1,0,2,2,644,644
10010253,"FL",1,0,18,"e",2,57,57,0,3,10,0,1,3,3,0,0,3,3,588,608
10010255,"FL",1,1,4,"h",1,42,42,0,4,15,2,1,4,3,1,3,3,1,681,681
10010259,"FL",1,0,5,"d",1,47,47,0,2,5,1,1,2,3,1,2,3,2,635,635
10010262,"IN",1,0,11,"f",4,44,44,0,3,1,0,0,1,1,0,0,1,1,543,543
10010263,"PA",1,1,8,"e",3,69,69,0,3,5,1,1,3,3,1,1,3,1,626,626
10010265,"IN",1,0,8,"g",1,43,43,0,3,5,1,0,3,3,0,1,3,1,619,619
10010268,"OR",1,0,2,"d",,28,28,0,2,1,1,0,2,2,0,2,2,2,659,635
10010270,"CO",2,1,13,"f",3,63,45,0,3,3,1,1,1,1,0,1,3,5,600,628
10010274,"FL",1,0,12,"g",3,20,20,0,3,4,1,1,1,3,1,2,3,1,694,694
10010276,"NV",1,0,2,"d",,19,19,0,1,4,1,1,1,3,1,1,3,3,723,723
10010286,"FL",1,1,11,"f",1,75,75,0,2,15,1,0,2,3,0,1,3,2,588,578
10010289,"OR",1,0,4,"f",4,25,25,0,2,1,1,1,2,3,0,1,3,2,631,631
10010290,"KY",1,0,8,"f",,36,36,0,1,1,1,0,1,3,0,2,1,2,632,640
10010295,"UT",2,1,13,"e",3,54,16,0,1,3,0,1,1,2,0,0,1,2,668,650
10010299,"NV",1,0,9,"g",4,54,54,0,3,2,1,1,3,3,1,2,3,2,665,656
10010301,"WI",2,0,7,"d",3,53,53,1,3,2,1,0,3,3,0,2,1,3,572,572
10010303,"FL",1,1,7,"e",1,70,70,0,3,2,1,0,3,3,0,1,3,5,612,616
10010305,"MO",2,1,3,"g",4,48,46,1,3,3,1,1,3,3,1,2,2,3,585,594
10010306,"PA",1,0,16,"e",4,40,40,0,3,1,0,1,2,3,0,0,3,5,590,588
10010308,"OH",1,1,10,"e",,39,39,0,3,2,0,0,1,1,0,0,2,5,599,568
10010309,"MS",1,0,8,"e",,30,30,0,3,13,1,1,1,1,1,2,2,6,632,639
10010310,"FL",3,1,1,"g",3,55,33,1,1,6,1,0,1,2,0,2,3,3,685,685
10010313,"GA",1,0,0,"e",4,25,25,0,4,7,0,0,4,3,0,0,4,1,601,601
10010315,"OK",2,0,12,"f",,64,55,1,2,1,2,0,1,1,0,2,2,1,578,578
10010316,"KS",2,0,7,"g",,34,30,1,3,14,1,1,2,3,0,2,2,1,641,641
10010317,"UT",1,0,6,"d",,21,21,0,4,0,2,0,2,2,1,3,2,2,653,653
10010320,"TN",2,1,6,"f",3,58,48,1,1,15,1,1,2,2,1,2,2,4,621,637
10010322,"ID",1,0,10,"h",2,33,33,0,3,10,2,0,3,3,0,3,2,1,615,615
10010326,"OH",1,0,20,"d",4,66,66,0,4,3,0,0,2,2,0,0,3,3,558,561
10010328,"PA",1,1,1,"f",,30,30,0,4,3,2,1,4,3,0,2,1,2,624,636
10010329,"PA",1,0,4,"d",,26,26,0,4,2,1,0,3,3,1,2,1,2,641,657
10010330,"GA",1,1,8,"f",,38,38,0,1,2,1,1,2,2,1,2,3,5,641,648
10010331,"GA",1,1,13,"d",,60,60,0,,,1,0,1,1,0,2,2,1,704,704
10010334,"IA",1,0,8,"d",,21,21,0,3,6,1,0,3,3,0,2,2,1,780,780
10010337,"CT",1,0,11,"e",4,49,49,0,1,3,1,0,3,3,1,0,4,1,666,666
10010339,"NY",1,1,14,"d",4,48,48,0,2,7,0,0,2,2,0,0,2,5,657,660
10010340,"NV",3,1,7,"g",,37,27,1,1,3,2,0,1,3,1,2,3,1,688,688
10010341,"OH",1,0,12,"f",,59,59,0,1,3,0,0,1,1,0,0,2,4,641,581
10010344,"AL",1,1,12,"h",,33,33,0,2,13,1,1,2,2,1,2,2,6,673,671
10010348,"FL",1,0,4,"f",3,22,22,0,4,4,1,1,4,3,1,2,3,3,667,667
10010349,"IN",1,1,5,"f",1,70,70,0,2,15,1,1,3,2,1,1,1,1,583,583
10010350,"AL",1,1,8,"e",3,75,75,0,,,1,1,3,3,1,1,2,1,672,672
10010355,"CO",1,1,6,"d",,30,30,0,2,14,1,1,3,3,1,2,2,2,613,613
10010356,"OH",1,1,8,"e",,47,47,0,4,6,1,0,4,3,0,2,3,4,581,598
10010357,"PA",2,1,20,"d",,51,36,1,1,1,0,0,1,2,0,0,2,2,622,616
10010360,"WA",1,0,3,"e",2,62,62,0,3,2,1,0,3,3,1,2,3,1,606,606
10010366,"IN",1,0,15,"f",4,29,29,0,1,2,0,0,1,1,0,1,4,1,585,585
10010367,"PA",1,1,14,"e",2,57,57,0,3,10,1,0,3,3,1,1,4,1,612,612
10010368,"IN",1,1,7,"d",2,24,24,0,2,1,2,0,2,2,0,2,2,1,576,576
10010374,"IN",2,1,1,"f",4,62,61,1,2,1,1,1,2,2,1,2,4,5,638,633
10010375,"MD",1,1,16,"d",3,21,21,0,3,4,1,1,3,3,1,1,3,2,645,681
10010385,"OH",1,1,2,"e",,35,35,0,3,3,1,1,3,3,1,1,3,2,666,666
10010388,"NY",1,1,14,"d",4,62,62,0,3,15,0,0,1,3,0,0,2,1,686,686
10010392,"IN",1,1,8,"e",1,73,73,0,3,0,1,0,3,3,1,1,4,1,631,631
10010393,"OH",1,1,6,"e",2,50,50,0,4,9,1,1,4,3,0,1,4,4,600,600
10010395,"OR",2,0,3,"g",2,68,66,1,3,15,1,0,3,3,0,2,2,1,595,595
10010396,"FL",1,1,2,"e",1,75,75,0,3,2,1,0,3,3,1,1,3,2,612,612
10010397,"TN",1,0,6,"f",,38,38,0,3,0,1,1,3,3,0,2,1,3,676,692
10010403,"IN",1,1,6,"e",4,72,70,1,3,10,2,0,3,3,0,3,2,1,648,648
10010404,"NY",1,0,7,"f",2,44,44,0,3,3,1,0,3,2,1,0,2,4,699,703
10010405,"PA",1,1,4,"e",,37,37,0,3,0,1,1,3,3,1,1,2,1,580,580
10010406,"OH",1,1,2,"f",,32,32,0,3,3,1,1,2,2,1,2,3,1,659,659
10010407,"OH",1,0,13,"d",3,22,22,0,2,5,0,1,2,3,0,0,3,1,637,637
10010409,"PA",1,1,12,"f",2,45,45,0,1,3,1,1,3,3,1,2,2,2,598,597
10010410,"NY",1,1,7,"e",2,57,57,0,4,15,1,0,4,3,1,0,2,4,581,589
10010411,"IN",1,0,10,"f",3,55,55,0,,,1,1,2,3,0,1,4,1,616,616
10010413,"NY",1,0,17,"d",4,42,42,0,3,2,0,1,3,3,0,0,2,4,710,710
10010414,"AL",2,1,1,"d",,56,16,0,3,15,1,1,3,3,1,2,2,1,722,722
10010420,"AL",1,0,18,"c",2,31,31,0,4,9,0,1,2,3,0,0,4,4,544,551
10010425,"ID",1,1,24,"d",4,44,44,0,3,15,0,1,1,1,0,0,2,2,544,539
10010430,"OK",1,1,12,"f",3,66,66,0,3,11,1,0,3,3,0,2,2,1,586,586
10010431,"FL",2,1,10,"e",1,35,33,1,,,1,0,1,2,0,2,2,3,739,741
10010432,"NY",1,1,3,"e",2,28,28,0,4,11,1,0,3,3,0,0,2,1,595,595
10010438,"AL",1,1,10,"d",,66,35,0,,,1,0,3,3,0,2,1,2,589,650
10010439,"KY",1,0,19,"e",,31,31,0,1,5,0,0,1,1,0,0,2,2,615,608
10010440,"GA",1,1,4,"e",4,26,26,0,3,10,2,1,3,3,1,2,2,5,639,634
10010443,"AR",1,1,1,"f",,44,44,0,4,4,1,0,4,3,0,2,1,6,627,624
10010444,"MO",2,0,6,"d",,40,27,1,1,15,1,1,2,3,0,2,1,1,602,602
10010446,"UT",1,1,16,"e",,41,41,0,,,1,0,1,1,0,1,3,1,600,600
10010460,"MD",1,1,8,"f",4,34,34,0,2,12,1,1,2,3,1,2,2,1,644,644
10010461,"NY",1,1,11,"e",1,75,75,0,4,7,0,1,4,3,0,0,2,4,629,637
10010462,"KY",1,1,5,"e",,64,64,0,1,2,1,0,1,1,0,2,1,1,655,655
10010464,"MD",1,0,1,"f",3,32,32,0,1,1,1,1,1,1,1,2,2,2,735,730
10010466,"UT",2,1,15,"c",,43,22,0,2,15,0,1,1,2,0,0,2,3,591,591
10010473,"FL",1,0,2,"e",2,26,26,0,3,5,1,1,2,2,1,1,4,3,704,705
10010477,"AL",1,0,6,"g",,32,32,0,1,15,1,1,1,2,0,2,2,3,693,699
10010478,"NY",3,0,14,"f",,47,19,1,,,0,0,3,2,0,0,1,4,660,645
10010479,"MS",1,1,7,"g",,30,30,0,1,2,2,1,1,1,1,1,2,2,698,714
10010482,"NY",2,1,1,"e",3,54,25,0,4,11,1,1,3,3,1,0,1,3,657,659
10010486,"NY",1,1,19,"e",1,55,55,0,3,3,0,0,3,3,0,0,2,2,530,533
10010487,"FL",1,0,9,"f",4,34,34,0,1,7,1,0,1,3,0,1,3,2,610,650
10010488,"IN",1,1,10,"g",1,26,26,0,3,1,1,1,3,3,1,2,1,2,606,611
10010489,"AR",1,0,1,"e",,26,26,0,1,0,1,0,1,1,1,2,1,1,689,689
10010491,"KY",2,0,20,"d",3,22,20,1,1,6,0,0,1,1,0,0,1,4,651,645
10010494,"NV",1,1,10,"d",,53,53,0,1,5,0,1,1,3,0,0,2,5,598,604
10010495,"PA",2,1,11,"e",4,58,44,1,1,1,1,1,1,2,1,2,1,1,591,591
10010500,"GA",1,1,1,"e",3,56,56,0,3,1,1,0,4,3,0,2,1,5,581,618
10010503,"KS",1,1,8,"c",4,31,31,0,2,4,1,1,3,3,1,2,2,5,610,610
10010505,"GA",2,1,27,"c",3,52,49,1,2,4,0,0,2,2,0,0,1,1,521,521
10010506,"CT",2,0,10,"e",,32,30,1,1,2,0,0,1,3,0,0,2,5,663,609
10010511,"WA",1,1,7,"f",3,60,60,0,4,1,1,1,4,3,0,1,3,1,632,632
10010512,"AL",3,1,13,"d",4,58,31,1,1,11,0,1,1,3,0,0,2,6,574,577
10010517,"FL",2,0,18,"d",1,52,17,0,3,5,0,1,2,3,0,2,3,1,658,658
10010520,"FL",1,1,6,"f",1,65,65,0,4,2,1,1,4,3,1,2,4,3,578,591
10010521,"FL",1,1,19,"d",2,50,50,0,1,7,0,0,1,3,0,0,3,1,573,573
10010523,"IA",1,1,13,"e",,24,24,0,4,3,1,0,4,3,0,2,2,5,585,753
10010524,"NY",1,0,2,"f",1,46,46,0,3,6,1,1,3,3,1,0,2,1,697,697
10010525,"IN",1,1,10,"g",1,75,75,0,4,15,1,1,4,3,1,1,2,4,582,624
10010527,"CT",1,0,10,"f",,24,24,0,3,5,2,0,3,3,0,0,4,2,676,686
10010533,"FL",1,1,10,"e",1,66,66,0,4,2,1,0,1,1,0,2,2,1,663,663
10010534,"WI",1,0,4,"f",,47,41,0,,,1,0,4,3,1,1,3,4,595,606
10010537,"FL",1,0,1,"f",2,24,24,0,3,8,1,1,3,3,1,2,4,5,670,656
10010541,"CT",1,1,14,"f",2,57,54,0,3,6,0,0,3,3,1,0,2,1,696,696
10010544,"FL",2,1,1,"e",3,61,58,1,1,12,1,1,1,3,1,2,3,3,657,648
10010546,"FL",1,1,2,"f",3,33,33,0,3,15,1,1,3,2,1,2,3,1,610,610
10010550,"PA",1,1,1,"g",2,69,69,0,3,3,1,1,3,2,1,2,2,2,656,662
10010551,"TN",1,0,2,"g",,52,52,0,2,1,2,0,1,1,0,2,1,1,602,602
10010552,"FL",1,1,12,"e",2,56,56,0,4,5,1,0,1,2,0,2,3,2,572,580
10010558,"FL",2,1,3,"e",1,47,44,1,3,9,1,1,3,3,1,2,3,3,647,628
10010560,"WI",2,1,14,"g",,66,25,1,3,15,2,1,3,3,1,1,3,2,608,608
10010562,"FL",1,0,3,"f",1,30,30,0,1,15,1,0,1,2,1,2,3,6,665,665
10010563,"NY",1,1,9,"f",1,75,75,0,4,7,1,1,4,3,1,0,2,1,613,613
10010564,"OK",1,0,9,"c",3,32,32,0,3,2,1,0,2,2,0,2,2,5,600,593
10010570,"FL",1,1,10,"g",2,68,68,0,3,12,1,0,3,3,1,2,3,3,611,591
10010571,"GA",1,1,15,"g",4,65,65,0,3,15,1,0,2,2,0,0,2,1,581,581
10010572,"GA",2,1,1,"i",,33,33,1,2,9,2,1,3,2,1,3,2,6,707,704
10010573,"CT",1,0,9,"f",4,42,42,0,3,15,1,0,3,3,1,0,1,5,586,624
10010577,"NY",1,0,6,"c",2,26,26,0,1,6,2,0,2,3,0,0,3,7,575,601
10010578,"OH",1,0,3,"f",,24,24,0,2,2,1,0,2,3,0,2,3,2,626,621
10010579,"KS",1,1,11,"g",,75,75,0,1,7,1,0,3,3,0,2,1,1,620,620
10010580,"AL",2,1,30,"b",4,43,32,1,1,7,0,0,1,2,0,0,1,1,522,522
10010581,"OH",1,0,24,"d",,75,75,0,3,2,1,0,3,3,0,2,3,1,629,629
10010582,"PA",1,1,19,"e",,55,48,1,1,2,0,0,1,2,0,0,2,1,650,650
10010584,"IN",1,0,2,"f",4,33,33,0,2,3,1,1,2,3,1,2,1,1,657,657
10010588,"OH",1,1,13,"e",,41,41,0,3,0,0,0,3,3,0,0,3,1,533,533
10010590,"NH",1,0,17,"d",,21,21,0,3,4,0,0,3,3,0,0,3,3,597,609
10010591,"OH",1,1,2,"d",2,65,65,0,3,10,1,1,3,3,0,2,3,1,604,604
10010593,"NY",1,1,4,"g",2,52,52,0,3,15,2,1,3,2,1,0,1,1,636,636
10010594,"UT",3,1,6,"d",4,49,18,0,3,11,1,0,3,3,0,1,3,2,580,640
10010598,"CT",1,0,10,"f",,31,31,0,1,2,1,0,1,3,1,0,1,4,698,672
10010599,"PA",1,0,13,"g",,27,27,0,2,7,1,1,2,3,1,2,2,1,632,632
10010601,"PA",1,0,18,"f",3,41,41,0,3,10,0,1,1,1,0,0,3,1,651,651
10010602,"PA",1,0,0,"f",4,28,28,0,1,7,1,1,1,2,0,2,4,1,661,661
10010604,"IN",2,0,3,"e",4,27,21,1,1,1,1,0,3,2,0,2,4,1,692,692
10010605,"NY",1,1,7,"g",4,51,51,0,1,15,2,0,3,3,0,0,2,1,692,692
10010610,"FL",1,1,3,"d",3,42,42,0,3,15,1,1,3,3,1,1,3,1,628,628
10010611,"IN",1,1,11,"g",4,46,46,0,4,13,1,1,3,3,1,1,4,3,626,638
10010614,"FL",1,1,15,"f",1,59,59,0,3,15,1,0,3,3,0,2,3,2,627,639
10010616,"MD",1,1,12,"e",2,22,22,0,4,7,1,0,3,3,0,2,3,1,595,595
10010620,"NY",1,1,2,"g",3,26,26,0,1,5,1,0,3,3,0,0,2,1,695,695
10010625,"NM",1,1,4,"d",,24,24,0,1,3,2,1,1,1,1,1,3,3,699,707
10010626,"OK",1,0,13,"f",,21,21,0,2,6,2,0,2,2,0,3,1,4,623,631
10010628,"WA",1,0,9,"f",3,55,55,0,4,7,1,0,4,3,0,1,2,1,602,602
10010631,"ME",1,0,11,"e",,47,47,0,3,2,1,0,3,3,1,1,1,2,657,657
10010635,"NY",1,1,11,"d",2,63,63,0,3,2,2,0,3,3,0,0,2,5,608,608
10010636,"OR",2,0,4,"d",4,62,38,0,3,2,1,0,3,3,1,2,2,2,634,638
10010639,"CT",1,0,9,"e",,26,26,0,2,5,1,1,3,3,1,0,1,3,706,706
10010646,"WA",1,1,6,"f",,39,39,0,1,6,0,0,1,1,0,0,1,1,577,577
10010647,"CO",1,0,7,"e",,35,35,0,1,1,2,0,1,2,0,3,2,2,641,642
10010648,"IN",1,1,14,"f",4,63,63,0,,,0,0,2,2,0,0,1,4,639,580
10010650,"KY",1,1,18,"f",3,56,56,0,2,2,0,0,2,3,0,0,2,5,572,558
10010655,"GA",1,1,13,"h",,59,59,0,3,3,0,1,2,2,0,0,1,5,597,590
10010656,"FL",1,1,2,"f",1,75,75,0,4,10,1,1,4,3,1,2,3,5,618,611
10010657,"PA",1,0,15,"d",,22,22,0,4,2,0,0,4,3,0,0,3,1,669,669
10010659,"GA",2,1,2,"f",3,54,52,1,1,2,1,1,2,2,1,2,4,1,637,637
10010660,"NV",1,1,1,"e",,32,32,0,1,4,1,0,1,1,1,1,1,5,652,652
10010663,"FL",1,1,31,"b",1,43,43,0,3,3,0,0,3,3,0,2,3,4,489,494
10010677,"MD",1,0,20,"e",4,56,56,0,3,5,0,1,3,3,1,1,1,2,627,632
10010683,"PA",1,1,2,"d",3,75,75,0,3,4,1,0,3,3,1,2,2,8,625,620
10010684,"NH",1,1,12,"f",,22,22,0,4,0,0,1,3,3,0,2,1,2,606,606
10010689,"FL",2,1,7,"e",2,75,75,1,3,15,1,0,3,3,0,1,3,1,626,626
10010696,"IN",1,0,10,"f",4,50,50,0,1,1,0,1,2,2,0,0,1,3,575,579
10010698,"FL",1,1,8,"f",1,68,68,0,1,6,1,1,1,3,1,2,3,1,607,607
10010702,"KY",1,0,7,"f",,22,22,0,1,3,1,0,1,1,0,1,1,3,713,729
10010703,"AR",1,0,12,"e",,42,42,0,1,2,1,1,1,1,1,2,2,2,646,667
10010712,"OK",1,0,6,"d",,26,26,0,1,2,2,1,1,1,1,2,3,3,656,654
10010715,"NY",2,1,1,"e",1,75,32,1,3,13,2,0,3,3,1,0,2,2,689,689
10010716,"AL",1,1,10,"e",2,75,75,0,1,15,1,1,1,2,0,1,2,6,601,595
10010722,"IN",1,0,9,"e",3,35,35,0,2,1,1,0,2,2,0,2,1,5,602,595
10010724,"WA",1,0,7,"g",4,39,39,0,1,2,1,1,3,3,1,2,3,3,647,671
10010727,"MO",1,0,2,"f",,34,34,0,2,1,1,1,2,2,0,2,2,4,669,673
10010728,"FL",1,1,5,"e",3,21,21,0,3,6,1,0,3,3,0,2,3,1,678,678
10010729,"ID",1,1,4,"e",1,57,57,0,3,5,2,0,1,2,0,2,3,1,576,576
10010732,"IA",1,1,4,"g",3,42,42,0,3,4,1,1,3,3,1,2,2,2,585,591
10010733,"NY",1,1,5,"g",2,38,38,0,4,4,1,0,4,3,1,0,1,5,660,656
10010734,"FL",1,1,12,"f",2,46,46,0,1,4,0,0,1,3,0,0,3,1,684,684
10010737,"MD",1,0,5,"e",2,26,26,0,1,4,1,1,1,1,1,1,3,3,691,700
10010738,"IN",1,0,17,"d",3,20,20,0,,,0,0,1,1,0,0,2,1,627,627
10010740,"NY",2,0,3,"e",1,39,38,1,3,13,1,0,3,3,0,0,4,5,658,669
10010743,"OH",1,0,13,"f",4,27,27,0,3,2,1,0,2,3,1,2,3,2,607,607
10010745,"KY",1,1,3,"g",3,44,44,0,3,5,1,1,3,3,1,2,3,6,624,625
10010747,"PA",1,0,14,"g",,55,55,0,2,1,0,0,1,1,0,0,1,2,609,601
10010756,"NY",1,1,2,"g",2,29,29,0,4,10,2,0,3,3,0,0,2,1,646,646
